appid,review,voted_up,timestamp_created,playtime_forever,num_reviews
1903340,this game is absolutely amazing words cannot even describe it the story just keeps on getting better and better the further you go the music is the best i have ever heard in a video game absolute cinema 3310,True,1761493549,2770,3
1903340,w,True,1761493302,1463,7
1903340,love the story world and characters gustave my beloved im usually not one to play turnbased games but the parry system is so good it made all the combat really enjoyable cannot recommend enough for anyone who is a fan of parrying in video games sekiro 2 is coming i swear,True,1761492862,2648,11
1903340,obra de arte,True,1761492829,2740,28
1903340,extremely well made and fun normally i can't stand turn based gameplay but there's a couple things you can do on the enemies turn to counter it makes it interactive even when it's not your turn adding a level of skill to it compared to other turn based games that you have to eat the enemies attacks in this you can completely counter and get a attack out of it i'm not far into the game as of writing this review but so far the story is really fun and the combat looks really engaging with how much it gives you to work with definitely a one of a kind type of game,True,1761491292,689,4
1903340,1010 the story is incredible and only keeps getting better as you play through soundtrack is out of this world as well game of the year ez,True,1761490445,2210,1
1903340,i can't really say more than what hasn't been said already i was genuinely gutted to finish this game and that's after 100ing it a wonderful gaming experience that will stay with you rather than spoiling anything you should go play this game and go in blind like i did you won't regret it 3310 if i could wipe my memory of this game just so i could experience it for the first time again i would,True,1761490231,6780,1
1903340,dim dam tal lam vacarme d,True,1761490206,4983,5
1903340,goty no doubt,True,1761488374,2695,11
1903340,good game,True,1761487921,3087,1
1903340,never before have i been this happy about my ass beat in a video game if this doesn't win goty then then the game awards means nothing,True,1761487845,1647,4
1903340,incredible story amazing soundtrack top notch voice acting dynamic innovative turnbased soulslike combat with included and precise dodgeparry mechanics inventive and original bosses stylish as hell really nothing except it runs like crap on my humble laptop but that's my fault not sandfall's if you like me have a certain disdain for turnbased games this is the one this is the gamechanger that will shift your opinion towards a more eclectic gamer pov it has everything checks all boxes and is a masterpiece of modern gaming despite having silksong consuming all my nights at this moment this is undoubtly this year's goty,True,1761487397,1855,84
1903340,small box and some letters is not enough to review this game,True,1761487016,2307,14
1903340,i'm speechless how good this game is,True,1761486987,3863,1
1903340,there is nothing much to say aside than it's the best thing that has happened this year story characters art choices this game is absolutely peak,True,1761486429,1133,6
1903340,absolute cinema,True,1761486245,4652,2
1903340,definitely the goty 1010 superb indeed,True,1761486206,1366,2
1903340,this game is an achievement for this indie developer not only does it look immaculate but the characters are given such depth emotionally and mechanically the turn based combat is exciting as each character has different methods that make them more powerful and can provide synergies with other characters to make them even more powerful would highly recommend this game to any casual gamer that wants to play something beautiful with a stupendous score and turn based combat system,True,1761486106,3275,9
1903340,masterpiece,True,1761482751,2021,1
1903340,absolute cinema jrpg style turn based combat meets soulsstyle dodge and parry mechanics somehow it works awesome lots to explore and art direction is amazing some of the zones are a bit 'hemmed in' but there are so many secretsplatforming areas to explore that each one is unique and fresh definitely worth it at full price50 and on sale its a must buy,True,1761482475,1340,6
1903340,no character and place in game is real there saved you lamest twist possible most overhyped mediocre game lately art direction is boring melting locales that ai could generate terrible out of place music that really wants to be nierautomata score but with random instruments and genre changes that match nothing in game combat is just a rythimc game no strategy needed but still you will have to grind since bosses are damge sponges to force you to grind its popularity and almost unviersal acclaim as game of the year is crazy akin to mass histeria don't waste time and money on this,False,1761480802,423,5
1903340,for those who come after it's a good game with a mysterious world and a compelling story that keeps you invested however i do wish they would of considered putting some quality of life features into the game that tracked sidequests and a minimap to help with exploration having a minimap with fog of war only seeing what you've explored would have been immensely helpful in my journey preventing me from running around in circles expedition 33 is a straight forward turnbased rpg game that relies heavily on passive abilities you obtain from pictos which is essentially your gear in any other rpg you're gonna want to master every pictos you pick up as it allows for your entire party to use the passive abilities from these pictos without equipping them these passive abilities you obtain is how you are going to optimize your builds along with skills and weapon perks this results in struggle builds in the early game where it can be difficult to get an optimize build going because you have to constantly swap out pictos to master as you progress further into the game this will become less of a hassle i would call it a turnbased lite as the realtime mechanics requires the skill of dodging jumping parrying and qtes to survive encounters with not much tactical or strategical depth required to overcome most of its challenges there is no item management in this game you have panacealike potions that just cures all status effects without worrying about having antidotes eye drops phoenix downs and the likes also there is no positioning in this game no moving your party in the front or back to increase parry windows or attacks skills cost action points instead of mp and can regenerate rather quickly with the right passive abilities which encourages more aggressive play with that said this is a more welcoming and accessible turnbased rpg game for players who struggle to overcome the complexities and strategical nuances that most turnbased games have to offer clair obscur expedition 33 is a high recommendation,True,1761480460,1125,3
1903340,yes,True,1761478028,3010,3
1903340,1110 game stunning visuals gorgeous soundtrack and tonnes of feels my girlfriend watched me play this and said it's her favorite game ever i agree i will selfishly set other game studios who charge more to the standards of this game i will always be let down from now on you guys set the standard thank you so much for sharing this experience with me,True,1761477505,6012,1
1903340,i'm sad that i will only get the fresh experience of playing through this beautifully crafted world once the story is absolutely phenomenal the sound tracks are perfect the characters are deep and rich with personality the combat is so fresh the way the story paints different pictures of grief and all it's stages gives you such a vast look on life it's self this game is the standard we should be holding the gaming industry to because this will go down as one of the greatest games in the past decade,True,1761476398,1873,3
1903340,excellent game can't stop listening to the osts,True,1761476274,3429,75
1903340,i wanted to escape reality only to find i was trapped in paintress's world,True,1761475376,2222,8
1903340,without a doubt 10 out of 10 you guys must play,True,1761473714,3279,7
1903340,this game is the wheeeeeeeee to my whoooo,True,1761473209,9557,2
1903340,incredible story so far engaging turn based combat varying difficulty for those that want it and honestly no negatives to mention roughly 5 hours in,True,1761471476,1114,3
1903340,this game is without a doubt a masterpiece first i wasn't sure if i should play it as i honestly suck at games with counter mechanics but after watching the first 30 min of gameplay at my favorite streamer and ended up crying like a little kid i new i had to play it myself the world graphics combat voice actors and storytelling are all amazing the characters beautifully written i even ended up liking the combat system which i initially feared quickly getting better at dodging and parrying but i think most fights should be doable even if you can't avoid attacks well it works well with keyboard or controller the turn based system making strategic fighting possible the developers also included a story mode option which makes the fights a bit easier the music oh the music it's one of the best if not the best videogamesoundtrack i have heard till now this roller coaster has easily gotten a place in my top favorite games ever absolutely worth playing throw your money at them,True,1761471424,3724,140
1903340,this game is a masterpiece if you have not played or on the verge of wanting to play get it this game does everything correctly and would be a steal if it was double the price the gameplay is phenomenal the story is some of the best in gaming and i don't even need to say anything about the soundtrack as you've probably heard a part of it at least once in these past few months i played on expert and did not once consider anything unfair and not fun in conclusion get this game and buy it again so you can support the devs even more 1010,True,1761469845,2857,31
1903340,okay so i've bought this game a while ago after huge praise it got from everyone or rather after the hate it got from publications that were praising literal garbage and hating on this what ever those people don't like might actually be superb well after hearing the soundtrack on my steam deck and trying it out there for the first time that device is a true backlog murder machine i've decided to try it out on the big screen with more then 40 fps it is really not optimized well even on a 9070xt and yeah i came across the usual ue5 things like blurry shadows popins poor performance reliance on ai fake optimization and so on i then did the first tutorial fight an remembered people saying i can never do a normal turn based combat game ever again and rolled my eyes sure having qtes spices up the combat but it is not that important i will see what comes next i thought to myself but beating the mime at the harbor on the hardest difficulty only with skill rather then by overleveling is quite something though i have to admit it is not easy to put skill impression into turn based combat they managed it well this might not be that bad afterall after wandering around the city for 30 minutes and watching the true intro to this game i came here to make this review getting a tear out of someone after just that short amount of time is not easy although i have to admit that i am too in my 30s now and imagining that this could be the last thing that i ever do my last journey after losing my wife it hit home very strong what is there to hope for when facing a god like being that just wiped out thousands of people without even moving well i'll see,True,1761468620,85,174
1903340,h2 a great game h2 the story is the main not only though selling point it is as interesting as it is sad if i say more i would be soiling it for you i'll only say there is a lot of loss followed by grief the music needs an award go listen to it my only problem are the graphics unreal engine sometimes makes things look blurry or causes out of combat frame loss the gameplay is good if you like parrying there is an easy mode to extend the margin of error and or big numbers after buildcrafting exploration is often rewarded and the overworld opens up as you progress the main path is mostly linear but you can come back to any side areas sooner or later if you are struggling with one you'll be able to return there stronger no grind needed b tldr great game i guess france is good now b,True,1761468611,4736,1
1903340,gotta be goty just a complete game with heart passion and soul music is fantastic and i listen to it if im not playing the game the combat the characters and the writing are so wonderful havent played a game as great as this in a long time,True,1761467906,7484,3
1903340,game of the decade,True,1761466701,6590,7
1903340,is gud get gud game,True,1761466036,4306,1
1903340,great story amazing visuals and unique gameplay i can tell there was a lot of effort and love put into this game 1010,True,1761465942,2940,1
1903340,i've never seen a game so beautiful from both story and visual also have right complexity in gameplay in my life straight my goty 1010,True,1761465847,3747,11
1903340,damm,True,1761464842,2286,7
1903340,when i heard about the hype of this game i was pretty skeptical it's pretty often that a new game comes out and the hype can bring my expectations up to an unrealistic standard that can be met yet somehow with the infinite hype this game met my expectations and shattered them this game is a loveletter to art to humanity's ability to always find love in places where you'd never expect it's not only a masterpiece as a game but as a work of art the gameplay is phenomenal it perfectly blends realtime action with the tactics of turnbased combat the exploration feels rewarding without being overbearing it's also gorgeous maybe one of the prettiest games of all time the art is so surreal and otherworldly while having impeccable attention to detail it's worth every word of hype it's been given 1010,True,1761462131,1923,25
1903340,nc game,True,1761461751,1760,3
1903340,game's tight,True,1761461157,4409,2
1903340,best game of the year actual good story stop playing call of duty,True,1761460636,2458,3
1903340,love this game 1010,True,1761460116,2886,2
1903340,best jrpg rencently,True,1761457547,68,10
1903340,1010 buy this game asap everyone glazes it and they are unironically 100 correct make this game goty asap,True,1761457214,2193,10
1903340,the best rpg i've played in the last 20 years easily anyone who hates this game is an uncultured swine fight me,True,1761456395,3060,11
1903340,i simple feel empty after finishing the game i was staring at the credits listening to the music and felt like damn i cant describe it you have to feel it i bought it on 22102025 at 4 o clock in the morning boot it up at 6 finished it at 26102025 the scenery the music the atmosphere i felt stunned and the ending i just wish i could erase it from my memory so i can experience it from the start for those who come after,True,1761454968,2114,4
1903340,this game is very good,True,1761454888,4710,16
1903340,game of the 100 years,True,1761453594,4292,2
1903340,pure art,True,1761451783,5200,1
1903340,this is the final fantasy 7 of today awesome story awesome music they brought turn based rpgs back with this one this is how to make turn based rpgs fun and modern final fantasy 17 should be like this,True,1761451487,930,3
1903340,i'm so invested already,True,1761450997,310,5
1903340,very good game,True,1761448729,1083,5
1903340,1010 there's nothing else to say,True,1761448161,4018,2
1903340,this game told me to go outside and touch grass and i love it for that,True,1761445923,5899,16
1903340,very good story and enticing gameplay,True,1761444863,1416,20
1903340,one of the best games i ever play easy goty 2025,True,1761442266,3510,48
1903340,kl,True,1761440195,2289,32
1903340,pretty awesome game was a nice change of pace after playing so many atlus titles and the game gave extreme dark soulselden ring vibes but with turn based combat goty for sure and something everyone should play through till the end,True,1761439295,6973,30
1903340,at first this game was quite wheeeeee then it begin to make me woooooooooo then it just mixed wheeeee with wooooooo but in the end watching credits i am wowowowow,True,1761439124,3677,19
1903340,this game is unfair how am i supposed to play with all these tears in my eyes in all seriousness expedition 33 is a masterpiece of a game from story to art direction to soundtrack and everything in between fastest i've ever been hooked on a video game what an amazing emotional prologue the story is unforgettable the gameplay surprisingly keeps you engaged even though it is turn based combat and often i find myself wishing the enemy had more phases something i never do in other games i'll keep coming back to this one for years to come,True,1761438625,9414,1
1903340,goks,True,1761438556,2693,1
1903340,goty 1010,True,1761437284,3649,1
1903340,everything you've heard about this game is accurate it really is that amazing from beginning to end that's not to say it has zero flaws as i definitely think the final portions of the game are a bit oddly paced there's some improvement that can also be made towards organizing your slots and abilities that you put into them for each character also could've used a map within each zone but that's a me thing as i get lost very easily and some areas were a bit difficult to navigate nothing i'm mentioning though takes away from the goty it is i believe it'll be considered classic 20 years from now i was also one of those people that would catch playthroughs on yt here and there and was skeptical about the hype to be honest it's just one of those games that you need to play yourself and don't let the turnbased element completely turn you off because it's not the way it's typically handled in other games you do take your turn to attackbuffetc but you still have to be on alert when the enemy or boss decides to try to hit you 5 times in a row and you need to either dodge or parry i'm terrible at both and would rage but it usually felt like i could win a battle if i tried hard and readjusted stuff i liked that i didn't really feel like i had to grind to proceed having said that it's worth looking around because it's a beautiful world with killer music and some incredible moments with some really amazing characters for the first time in a long time i felt really excited to play each time even after dying 5 billion times to the same boss i didn't look up anything because i just wanted to play it for however long i felt like it it was refreshing for those who come after i hope you enjoy it as much as i did it is something special,True,1761437045,3575,35
1903340,great art is both window and mirror whether it's your mask or theirs,True,1761436566,318,58
1903340,sper ve elenceli bir oyun story ve yan grevler ok zevkli bir tk refleks ve mekanik dnmek gerekli dman mekanikleri kaliteli gzel buildler yaparak inanlmaz elenebilirsiniz,True,1761436565,1291,82
1903340,an excellent rpg with a thoughtful story i'm not necessarily a huge rpg fan but found this game quite worthwhile the graphics are beautiful and the soundtrack is fantastic as well,True,1761436124,1378,18
1903340,what an absolutely beautiful game w music w story w characterswriting w combat w visuals play it then play it again,True,1761434504,3423,3
1903340,sadece savan kontrol nasl onun iin girdim ve unu sylemeliyim ki benim iin kt ok bir yan yok fakat fena da deil akas yine olumlu vermek istiyorum nk hikayesi ve mzikleri olduka ho fakat bu oyun benlik deilmi stelik grnt nedense amur gibi gzkyor bu arada goty splt fcton in hakkidir split fiction oynamam adam bu oyun daha iyi demesi birazck tuhafma gidiyor,True,1761434425,17,196
1903340,fantastic game and story,True,1761432270,1133,6
1903340,it's pretty good,True,1761431240,3498,4
1903340,haven't played turn based rpg since ff x i put expedition 33 on the same level as the original ps1 ff vii or viii,True,1761430526,2484,2
1903340,for those who come after,True,1761430040,1907,1
1903340,i can't say enough good things about this game i went from meh i'll try it looks pretty to must complete this game after one session of a couple hours,True,1761429544,3033,41
1903340,absolute masterpiece of a game i have loved every moment of it,True,1761429373,3930,6
1903340,for those who come after,True,1761428824,4796,1
1903340,enthralling game not like the usual stuff out there be prepared for an emotional rollercoaster and take some time game has a lot of cutscenes,True,1761426799,1799,3
1903340,just like verso's character mechanic this game is perfection,True,1761426640,2564,1
1903340,pretty game i'm really not a fan of turnbased games thought i'd give it a try it's slow game with loads of cut scenes more story and backstory than fight i can't recommend it,False,1761424656,1180,21
1903340,in a world where so many games if not most have the most uninspired story combined with gameplay copy and pasted from other games this one truly feels like an oasis when you are lost in the middle of a dessert turn based combat made fun fast and interactive and a story that is honestly better than what has come out in years and that for a game made by a very small studio that sells it for cheaper than any of these huge development teams with the same amount of content included if not more if any of that still doesnt want to make you play this game i dont know what will,True,1761424194,4615,1
1903340,elegant aesthetics moving story gameplay is engaging worth playing,True,1761423617,270,6
1903340,great,True,1761423059,2321,6
1903340,best game i have played in years the graphics story and open world are amazing there are so many little areas to explore and details to find on my second play through i noticed so many more details that play into the story and world building that it gave a new meaning i also love how you can build each character in different ways and prioritize different skills it really gives many possabilities to how you build your team worth every penny,True,1761422513,5121,3
1903340,this as a whole may encompass the most beautiful singular experience i have ever had,True,1761422386,2017,8
1903340,easy game of the year absolutely superb from the music the story to the game play,True,1761420356,3145,1
1903340,literally just parry simulator with difficulty to read enemy animations no other aspect of the rpg system really matter if you can parry consistently,False,1761419912,212,22
1903340,one of the best games i've ever played in the last few years,True,1761418844,3535,8
1903340,kino,True,1761418557,2150,1
1903340,,True,1761417941,3075,10
1903340,such an amazing game,True,1761417329,3753,3
1903340,goty,True,1761417214,3340,2
1903340,masterpiece of a game,True,1761417193,2531,2
1903340,masterpiece at every level games hooks you up with all it's wheee's and whooo's this game made me feel the exact same feeling who made me love video games as a kid a must play for everyone chapeau aux artiste de chez sandfall studio,True,1761416340,2820,5
1903340,i love it when a media is so strong that i feel attached to nearly all of its characters and feel emotions specifically sadness toward them this game truly is a masterpiece in all respects the characters the visuals the music the story the gameplay i was really engrossed in the gameplay and the story that i could easily overlook all the little hitches here and there especially when i bawled my eyes out at the end thank you sandfall for bringing us such a gem,True,1761415949,2622,14
1903340,starts off strong and the music is good but acts 2 and 3 just get depressing game is also very badly optimized my gaming rig's cooling fans were blasting on full almost the whole time on medium settings,False,1761415681,1993,3
1903340,absolute cinema,True,1761414730,2639,1
1903340,good,True,1761414707,2484,7
1903340,amazing i never played an rpg before and i rarely play solo game but i tried clair obscur and this is just one of the best game i ever played perfectly executed not too long perfect story amazing visual so good,True,1761414298,4258,3
1903340,honestly one of the best games i have played in years the story is good and fresh the characters are likable and the gameplay is fun it has a bit of a learning curve at times but it keep it fun there are always new mechanics being introduced to keep the fighting fun and prevents it from getting stale,True,1761413935,1748,7
1903340,a true masterpiece,True,1761413804,2357,13
1903340,best game ever,True,1761413701,2045,17
1903340,masterpiece,True,1761412017,6277,1
1903340,one of the most artistic and beautiful games ever the story is incredible the art direction is stunning the music is out of this world lorien testard is so goated this type of game only comes every few years truly something special for a double aa studio to make goty for sure there is so much passion oozing from this game and it starts with the passion the devs put into it sandfall cooked,True,1761411471,6326,4
1903340,one of my favourite things is when a game i have no idea even existed drops outta nowhere and proceeds to amaze me in every way valorant has made me hate the french but expedition 33 has restored my faith in france music goated combat goated visuals goated story double goated,True,1761409939,1801,8
1903340,amazing gameplay visuals story and music one of the best games i have played,True,1761408932,6983,3
1903340,masterpiece despite having french people in it,True,1761408439,3608,13
1903340,so fun,True,1761407432,2946,4
1903340,yeah its good very good maybe even very very good,True,1761407399,2530,47
1903340,game of the year,True,1761407367,2185,2
1903340,clair obscur is an okay game the story's solid though it sometimes feels like it needs more time to breathe the music is outrageously good especially lategame and the voice acting and spectacle are very well executed however the extremely player powersided balancing and reliance on dodgingparrying elaborate attack strings makes for very unsatisfying jrpg gameplay where you're either hyperoptimizing to cheese things and thus negating the action side of the game or playing more 'legit' and neglecting the rpg elements the game has a very weird difficulty curve thanks to this assuming you're making use of everything it gives you it starts out okay and quickly degenerates into a damage stacking festival there's also a general lack of polish in some areas like getting stuck on rocks while walking around or clipping through the floor or the fact that the campsite always looks pretty much the exact same regardless of where you camp overall though it's a good if somewhat overhyped game,True,1761407255,2368,30
1903340,i believe this has the best narrative and writing i've seen in years not just the main story but everything around you every little detail from just a sword sticking out of a enemys skull to the naming of characters relevance of the roses colors and art styles the little nods to how the the game is a way to show people that even in the world of mega corporations dominating the landscape in video games the team at sandfall who made their game with love and passion can pierce through and the game is also a nod for other inspiring indie devs for those who come after,True,1761407010,5137,24
1903340,can y'all just release more dlc so we can spend more money supporting you,True,1761406883,2271,14
1903340,play and see what actually happened to the white frenchmen,True,1761406876,2388,62
1903340,new take on classic turn based combat fun mechanics,True,1761405907,731,5
1903340,ive already fully completed this game on xbox gamepass but i had to buy it again for full price here sandfall deserves this peak game go play it if you havent,True,1761404065,403,12
1903340,overall 910 combat gets a bit repetitive but that's the case with all turn based games exploration is also a bit boring also the visuals are blurry which is just ue5's fault other than that music sound and story are all 1010,True,1761402126,735,6
